"DAY_OF_MONTH","DAY_OF_WEEK","CARRIER","ORIGIN","DEST","ARR_DELAY","ARR_DEL15","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
18,6,"1","49","90",4,0,NA,NA,NA,NA,NA,0
19,7,"1","49","90",4,0,NA,NA,NA,NA,NA,0
20,1,"1","49","90",-18,0,NA,NA,NA,NA,NA,0
21,2,"1","49","90",-3,0,NA,NA,NA,NA,NA,0
22,3,"1","49","90",-17,0,NA,NA,NA,NA,NA,0
23,4,"1","49","90",-10,0,NA,NA,NA,NA,NA,0
24,5,"1","49","90",52,1,45,0,7,0,0,0
25,6,"1","49","90",-23,0,NA,NA,NA,NA,NA,0
26,7,"1","49","90",0,0,NA,NA,NA,NA,NA,0
27,1,"1","49","90",-27,0,NA,NA,NA,NA,NA,0
28,2,"1","49","90",0,0,NA,NA,NA,NA,NA,0
29,3,"1","49","90",-20,0,NA,NA,NA,NA,NA,0
30,4,"1","49","90",-13,0,NA,NA,NA,NA,NA,0
2,4,"1","89","49",-24,0,NA,NA,NA,NA,NA,0
3,5,"1","89","49",9,0,NA,NA,NA,NA,NA,0
4,6,"1","89","49",-14,0,NA,NA,NA,NA,NA,0
5,7,"1","89","49",-18,0,NA,NA,NA,NA,NA,0
6,1,"1","89","49",32,1,0,0,32,0,0,0
7,2,"1","89","49",NA,NA,NA,NA,NA,NA,NA,1
8,3,"1","89","49",4,0,NA,NA,NA,NA,NA,0
9,4,"1","89","49",10,0,NA,NA,NA,NA,NA,0
10,5,"1","89","49",20,1,0,0,20,0,0,0
11,6,"1","89","49",-7,0,NA,NA,NA,NA,NA,0
12,7,"1","89","49",10,0,NA,NA,NA,NA,NA,0
14,2,"1","89","49",-19,0,NA,NA,NA,NA,NA,0
15,3,"1","89","49",4,0,NA,NA,NA,NA,NA,0
16,4,"1","89","49",19,1,0,0,0,0,19,0
17,5,"1","89","49",-17,0,NA,NA,NA,NA,NA,0
18,6,"1","89","49",-16,0,NA,NA,NA,NA,NA,0
19,7,"1","89","49",13,0,NA,NA,NA,NA,NA,0
20,1,"1","89","49",-26,0,NA,NA,NA,NA,NA,0
21,2,"1","89","49",-24,0,NA,NA,NA,NA,NA,0
22,3,"1","89","49",-7,0,NA,NA,NA,NA,NA,0
23,4,"1","89","49",23,1,14,0,9,0,0,0
24,5,"1","89","49",56,1,0,0,12,0,44,0
25,6,"1","89","49",-20,0,NA,NA,NA,NA,NA,0
26,7,"1","89","49",10,0,NA,NA,NA,NA,NA,0
27,1,"1","89","49",4,0,NA,NA,NA,NA,NA,0
28,2,"1","89","49",26,1,0,0,26,0,0,0
29,3,"1","89","49",-10,0,NA,NA,NA,NA,NA,0
30,4,"1","89","49",-21,0,NA,NA,NA,NA,NA,0
1,3,"1","53","59",21,1,0,0,21,0,0,0
2,4,"1","53","59",-19,0,NA,NA,NA,NA,NA,0
3,5,"1","53","59",33,1,0,0,0,0,33,0
4,6,"1","53","59",-41,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",-27,0,NA,NA,NA,NA,NA,0
6,1,"1","53","59",-18,0,NA,NA,NA,NA,NA,0
7,2,"1","53","59",-11,0,NA,NA,NA,NA,NA,0
8,3,"1","53","59",90,1,23,0,52,0,15,0
9,4,"1","53","59",51,1,0,0,35,0,16,0
10,5,"1","53","59",7,0,NA,NA,NA,NA,NA,0
11,6,"1","53","59",2,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",-14,0,NA,NA,NA,NA,NA,0
13,1,"1","53","59",-6,0,NA,NA,NA,NA,NA,0
14,2,"1","53","59",-4,0,NA,NA,NA,NA,NA,0
15,3,"1","53","59",-41,0,NA,NA,NA,NA,NA,0
16,4,"1","53","59",4,0,NA,NA,NA,NA,NA,0
17,5,"1","53","59",-33,0,NA,NA,NA,NA,NA,0
18,6,"1","53","59",-42,0,NA,NA,NA,NA,NA,0
19,7,"1","53","59",-11,0,NA,NA,NA,NA,NA,0
20,1,"1","53","59",-36,0,NA,NA,NA,NA,NA,0
21,2,"1","53","59",5,0,NA,NA,NA,NA,NA,0
22,3,"1","53","59",-24,0,NA,NA,NA,NA,NA,0
23,4,"1","53","59",-8,0,NA,NA,NA,NA,NA,0
24,5,"1","53","59",26,1,0,0,11,0,15,0
25,6,"1","53","59",2,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",-49,0,NA,NA,NA,NA,NA,0
27,1,"1","53","59",25,1,2,0,23,0,0,0
28,2,"1","53","59",-27,0,NA,NA,NA,NA,NA,0
29,3,"1","53","59",8,0,NA,NA,NA,NA,NA,0
30,4,"1","53","59",19,1,0,0,0,0,19,0
1,3,"1","53","59",127,1,0,0,0,0,127,0
2,4,"1","53","59",24,1,0,0,24,0,0,0
3,5,"1","53","59",4,0,NA,NA,NA,NA,NA,0
4,6,"1","53","59",-12,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",135,1,41,0,66,0,28,0
6,1,"1","53","59",18,1,0,0,18,0,0,0
7,2,"1","53","59",215,1,0,4,0,0,211,0
8,3,"1","53","59",6,0,NA,NA,NA,NA,NA,0
9,4,"1","53","59",32,1,0,0,26,0,6,0
10,5,"1","53","59",91,1,0,0,5,0,86,0
11,6,"1","53","59",12,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",0,0,NA,NA,NA,NA,NA,0
13,1,"1","53","59",22,1,0,0,1,0,21,0
14,2,"1","53","59",-16,0,NA,NA,NA,NA,NA,0
15,3,"1","53","59",-5,0,NA,NA,NA,NA,NA,0
16,4,"1","53","59",8,0,NA,NA,NA,NA,NA,0
17,5,"1","53","59",120,1,3,0,40,0,77,0
18,6,"1","53","59",20,1,0,0,20,0,0,0
19,7,"1","53","59",-6,0,NA,NA,NA,NA,NA,0
20,1,"1","53","59",-3,0,NA,NA,NA,NA,NA,0
21,2,"1","53","59",24,1,0,0,9,0,15,0
22,3,"1","53","59",60,1,5,0,0,0,55,0
23,4,"1","53","59",15,1,0,0,0,0,15,0
24,5,"1","53","59",-10,0,NA,NA,NA,NA,NA,0
25,6,"1","53","59",-8,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",11,0,NA,NA,NA,NA,NA,0
27,1,"1","53","59",19,1,0,0,19,0,0,0
28,2,"1","53","59",53,1,0,0,53,0,0,0
29,3,"1","53","59",-5,0,NA,NA,NA,NA,NA,0
30,4,"1","53","59",12,0,NA,NA,NA,NA,NA,0
1,3,"1","59","53",-2,0,NA,NA,NA,NA,NA,0
2,4,"1","59","53",67,1,0,0,11,0,56,0
3,5,"1","59","53",-6,0,NA,NA,NA,NA,NA,0
4,6,"1","59","53",-18,0,NA,NA,NA,NA,NA,0
5,7,"1","59","53",46,1,0,0,41,0,5,0
6,1,"1","59","53",-10,0,NA,NA,NA,NA,NA,0
7,2,"1","59","53",45,1,0,0,43,0,2,0
8,3,"1","59","53",14,0,NA,NA,NA,NA,NA,0
9,4,"1","59","53",68,1,33,0,35,0,0,0
10,5,"1","59","53",7,0,NA,NA,NA,NA,NA,0
11,6,"1","59","53",32,1,0,7,0,0,25,0
12,7,"1","59","53",25,1,25,0,0,0,0,0
13,1,"1","59","53",-4,0,NA,NA,NA,NA,NA,0
14,2,"1","59","53",-10,0,NA,NA,NA,NA,NA,0
15,3,"1","59","53",51,1,0,0,1,0,50,0
16,4,"1","59","53",9,0,NA,NA,NA,NA,NA,0
17,5,"1","59","53",19,1,0,0,19,0,0,0
18,6,"1","59","53",151,1,0,1,84,0,66,0
19,7,"1","59","53",-9,0,NA,NA,NA,NA,NA,0
20,1,"1","59","53",-1,0,NA,NA,NA,NA,NA,0
21,2,"1","59","53",48,1,0,0,48,0,0,0
22,3,"1","59","53",5,0,NA,NA,NA,NA,NA,0
23,4,"1","59","53",63,1,0,0,63,0,0,0
24,5,"1","59","53",18,1,4,0,0,0,14,0
25,6,"1","59","53",88,1,19,0,0,0,69,0
26,7,"1","59","53",46,1,3,0,0,0,43,0
27,1,"1","59","53",-5,0,NA,NA,NA,NA,NA,0
28,2,"1","59","53",29,1,0,0,3,0,26,0
29,3,"1","59","53",4,0,NA,NA,NA,NA,NA,0
30,4,"1","59","53",-12,0,NA,NA,NA,NA,NA,0
1,3,"1","53","29",-10,0,NA,NA,NA,NA,NA,0
1,3,"1","29","53",8,0,NA,NA,NA,NA,NA,0
2,4,"1","29","53",57,1,0,43,4,0,10,0
3,5,"1","29","53",-31,0,NA,NA,NA,NA,NA,0
4,6,"1","29","53",-22,0,NA,NA,NA,NA,NA,0
5,7,"1","29","53",27,1,0,0,21,0,6,0
6,1,"1","29","53",-24,0,NA,NA,NA,NA,NA,0
7,2,"1","29","53",-19,0,NA,NA,NA,NA,NA,0
8,3,"1","29","53",17,1,0,0,17,0,0,0
9,4,"1","29","53",12,0,NA,NA,NA,NA,NA,0
10,5,"1","29","53",-13,0,NA,NA,NA,NA,NA,0
11,6,"1","29","53",27,1,0,0,27,0,0,0
12,7,"1","29","53",21,1,0,0,21,0,0,0
13,1,"1","29","53",170,1,0,14,0,0,156,0
14,2,"1","29","53",49,1,17,0,0,0,32,0
15,3,"1","29","53",-12,0,NA,NA,NA,NA,NA,0
16,4,"1","29","53",4,0,NA,NA,NA,NA,NA,0
17,5,"1","29","53",45,1,45,0,0,0,0,0
18,6,"1","29","53",-18,0,NA,NA,NA,NA,NA,0
19,7,"1","29","53",5,0,NA,NA,NA,NA,NA,0
20,1,"1","29","53",-14,0,NA,NA,NA,NA,NA,0
21,2,"1","29","53",18,1,0,0,18,0,0,0
22,3,"1","29","53",0,0,NA,NA,NA,NA,NA,0
23,4,"1","29","53",61,1,0,0,12,0,49,0
24,5,"1","29","53",92,1,83,0,9,0,0,0
25,6,"1","29","53",-11,0,NA,NA,NA,NA,NA,0
26,7,"1","29","53",-16,0,NA,NA,NA,NA,NA,0
27,1,"1","29","53",5,0,NA,NA,NA,NA,NA,0
28,2,"1","29","53",25,1,2,0,23,0,0,0
29,3,"1","29","53",-4,0,NA,NA,NA,NA,NA,0
30,4,"1","29","53",0,0,NA,NA,NA,NA,NA,0
30,4,"1","53","29",1,0,NA,NA,NA,NA,NA,0
1,3,"1","49","29",-28,0,NA,NA,NA,NA,NA,0
2,4,"1","49","29",134,1,0,0,134,0,0,0
3,5,"1","49","29",64,1,13,0,29,0,22,0
4,6,"1","49","29",0,0,NA,NA,NA,NA,NA,0
5,7,"1","49","29",-6,0,NA,NA,NA,NA,NA,0
6,1,"1","49","29",1,0,NA,NA,NA,NA,NA,0
7,2,"1","49","29",-6,0,NA,NA,NA,NA,NA,0
8,3,"1","49","29",18,1,0,0,18,0,0,0
9,4,"1","49","29",-18,0,NA,NA,NA,NA,NA,0
10,5,"1","49","29",-5,0,NA,NA,NA,NA,NA,0
11,6,"1","49","29",-16,0,NA,NA,NA,NA,NA,0
12,7,"1","49","29",NA,NA,NA,NA,NA,NA,NA,1
13,1,"1","49","29",55,1,3,0,43,0,9,0
14,2,"1","49","29",NA,NA,NA,NA,NA,NA,NA,0
15,3,"1","49","29",33,1,14,0,19,0,0,0
16,4,"1","49","29",116,1,53,0,0,0,63,0
17,5,"1","49","29",24,1,0,0,0,24,0,0
18,6,"1","49","29",-21,0,NA,NA,NA,NA,NA,0
19,7,"1","49","29",-19,0,NA,NA,NA,NA,NA,0
20,1,"1","49","29",-20,0,NA,NA,NA,NA,NA,0
21,2,"1","49","29",31,1,15,0,16,0,0,0
22,3,"1","49","29",3,0,NA,NA,NA,NA,NA,0
23,4,"1","49","29",-4,0,NA,NA,NA,NA,NA,0
24,5,"1","49","29",265,1,43,0,0,0,222,0
25,6,"1","49","29",-19,0,NA,NA,NA,NA,NA,0
26,7,"1","49","29",1,0,NA,NA,NA,NA,NA,0
27,1,"1","49","29",NA,NA,NA,NA,NA,NA,NA,1
28,2,"1","49","29",32,1,0,0,24,0,8,0
29,3,"1","49","29",-19,0,NA,NA,NA,NA,NA,0
30,4,"1","49","29",15,1,15,0,0,0,0,0
1,3,"1","53","59",-17,0,NA,NA,NA,NA,NA,0
2,4,"1","53","59",-11,0,NA,NA,NA,NA,NA,0
3,5,"1","53","59",-10,0,NA,NA,NA,NA,NA,0
4,6,"1","53","59",-3,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",-32,0,NA,NA,NA,NA,NA,0
6,1,"1","53","59",-23,0,NA,NA,NA,NA,NA,0
7,2,"1","53","59",-1,0,NA,NA,NA,NA,NA,0
8,3,"1","53","59",-18,0,NA,NA,NA,NA,NA,0
9,4,"1","53","59",-30,0,NA,NA,NA,NA,NA,0
10,5,"1","53","59",-19,0,NA,NA,NA,NA,NA,0
11,6,"1","53","59",-11,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",-30,0,NA,NA,NA,NA,NA,0
13,1,"1","53","59",-45,0,NA,NA,NA,NA,NA,0
14,2,"1","53","59",-38,0,NA,NA,NA,NA,NA,0
15,3,"1","53","59",-15,0,NA,NA,NA,NA,NA,0
16,4,"1","53","59",140,1,64,0,76,0,0,0
17,5,"1","53","59",34,1,24,0,10,0,0,0
18,6,"1","53","59",-30,0,NA,NA,NA,NA,NA,0
19,7,"1","53","59",-31,0,NA,NA,NA,NA,NA,0
20,1,"1","53","59",-37,0,NA,NA,NA,NA,NA,0
21,2,"1","53","59",-16,0,NA,NA,NA,NA,NA,0
22,3,"1","53","59",-42,0,NA,NA,NA,NA,NA,0
23,4,"1","53","59",51,1,0,0,51,0,0,0
24,5,"1","53","59",-1,0,NA,NA,NA,NA,NA,0
25,6,"1","53","59",-2,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",-18,0,NA,NA,NA,NA,NA,0
27,1,"1","53","59",-24,0,NA,NA,NA,NA,NA,0
28,2,"1","53","59",-13,0,NA,NA,NA,NA,NA,0
29,3,"1","53","59",-15,0,NA,NA,NA,NA,NA,0
30,4,"1","53","59",-23,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",-25,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",-34,0,NA,NA,NA,NA,NA,0
19,7,"1","53","59",-32,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",13,0,NA,NA,NA,NA,NA,0
1,3,"1","49","74",2,0,NA,NA,NA,NA,NA,0
2,4,"1","49","74",-18,0,NA,NA,NA,NA,NA,0
3,5,"1","49","74",14,0,NA,NA,NA,NA,NA,0
4,6,"1","49","74",-7,0,NA,NA,NA,NA,NA,0
5,7,"1","49","74",12,0,NA,NA,NA,NA,NA,0
6,1,"1","49","74",-5,0,NA,NA,NA,NA,NA,0
7,2,"1","49","74",14,0,NA,NA,NA,NA,NA,0
8,3,"1","49","74",11,0,NA,NA,NA,NA,NA,0
9,4,"1","49","74",10,0,NA,NA,NA,NA,NA,0
10,5,"1","49","74",-26,0,NA,NA,NA,NA,NA,0
11,6,"1","49","74",-16,0,NA,NA,NA,NA,NA,0
12,7,"1","49","74",18,1,5,0,13,0,0,0
13,1,"1","49","74",0,0,NA,NA,NA,NA,NA,0
14,2,"1","49","74",10,0,NA,NA,NA,NA,NA,0
15,3,"1","49","74",-4,0,NA,NA,NA,NA,NA,0
16,4,"1","49","74",0,0,NA,NA,NA,NA,NA,0
17,5,"1","49","74",-24,0,NA,NA,NA,NA,NA,0
18,6,"1","49","74",-36,0,NA,NA,NA,NA,NA,0
19,7,"1","49","74",-35,0,NA,NA,NA,NA,NA,0
20,1,"1","49","74",-29,0,NA,NA,NA,NA,NA,0
21,2,"1","49","74",6,0,NA,NA,NA,NA,NA,0
22,3,"1","49","74",1,0,NA,NA,NA,NA,NA,0
23,4,"1","49","74",68,1,44,0,24,0,0,0
24,5,"1","49","74",10,0,NA,NA,NA,NA,NA,0
25,6,"1","49","74",-29,0,NA,NA,NA,NA,NA,0
26,7,"1","49","74",-17,0,NA,NA,NA,NA,NA,0
27,1,"1","49","74",1,0,NA,NA,NA,NA,NA,0
28,2,"1","49","74",0,0,NA,NA,NA,NA,NA,0
29,3,"1","49","74",-7,0,NA,NA,NA,NA,NA,0
30,4,"1","49","74",54,1,37,0,17,0,0,0
2,4,"1","89","49",-1,0,NA,NA,NA,NA,NA,0
3,5,"1","89","49",-1,0,NA,NA,NA,NA,NA,0
4,6,"1","89","49",-16,0,NA,NA,NA,NA,NA,0
5,7,"1","89","49",9,0,NA,NA,NA,NA,NA,0
6,1,"1","89","49",NA,NA,NA,NA,NA,NA,NA,0
7,2,"1","89","49",23,1,23,0,0,0,0,0
8,3,"1","89","49",-36,0,NA,NA,NA,NA,NA,0
9,4,"1","89","49",-23,0,NA,NA,NA,NA,NA,0
10,5,"1","89","49",-17,0,NA,NA,NA,NA,NA,0
11,6,"1","89","49",12,0,NA,NA,NA,NA,NA,0
12,7,"1","89","49",-23,0,NA,NA,NA,NA,NA,0
13,1,"1","89","49",4,0,NA,NA,NA,NA,NA,0
14,2,"1","89","49",-10,0,NA,NA,NA,NA,NA,0
15,3,"1","89","49",-10,0,NA,NA,NA,NA,NA,0
16,4,"1","89","49",-2,0,NA,NA,NA,NA,NA,0
17,5,"1","89","49",-16,0,NA,NA,NA,NA,NA,0
18,6,"1","89","49",-21,0,NA,NA,NA,NA,NA,0
19,7,"1","89","49",-17,0,NA,NA,NA,NA,NA,0
20,1,"1","89","49",-21,0,NA,NA,NA,NA,NA,0
21,2,"1","89","49",-11,0,NA,NA,NA,NA,NA,0
22,3,"1","89","49",340,1,0,0,9,0,331,0
23,4,"1","89","49",6,0,NA,NA,NA,NA,NA,0
24,5,"1","89","49",-9,0,NA,NA,NA,NA,NA,0
25,6,"1","89","49",-4,0,NA,NA,NA,NA,NA,0
26,7,"1","89","49",0,0,NA,NA,NA,NA,NA,0
27,1,"1","89","49",-24,0,NA,NA,NA,NA,NA,0
28,2,"1","89","49",84,1,78,0,6,0,0,0
29,3,"1","89","49",-22,0,NA,NA,NA,NA,NA,0
30,4,"1","89","49",-22,0,NA,NA,NA,NA,NA,0
2,4,"1","49","90",-6,0,NA,NA,NA,NA,NA,0
3,5,"1","49","90",-24,0,NA,NA,NA,NA,NA,0
4,6,"1","49","90",96,1,14,0,0,0,82,0
5,7,"1","49","90",NA,NA,NA,NA,NA,NA,NA,0
6,1,"1","49","90",-36,0,NA,NA,NA,NA,NA,0
7,2,"1","49","90",70,1,2,0,0,0,68,0
8,3,"1","49","90",59,1,0,0,0,0,59,0
9,4,"1","49","90",28,1,1,0,11,0,16,0
10,5,"1","49","90",74,1,2,0,0,0,72,0
11,6,"1","49","90",4,0,NA,NA,NA,NA,NA,0
12,7,"1","49","90",6,0,NA,NA,NA,NA,NA,0
13,1,"1","49","90",68,1,10,0,0,0,58,0
14,2,"1","49","90",21,1,16,0,0,0,5,0
15,3,"1","49","90",-27,0,NA,NA,NA,NA,NA,0
16,4,"1","49","90",19,1,0,0,0,0,19,0
17,5,"1","49","90",-23,0,NA,NA,NA,NA,NA,0
18,6,"1","49","90",7,0,NA,NA,NA,NA,NA,0
19,7,"1","49","90",65,1,65,0,0,0,0,0
20,1,"1","49","90",-32,0,NA,NA,NA,NA,NA,0
21,2,"1","49","90",765,1,604,0,0,0,161,0
22,3,"1","49","90",99,1,3,0,0,0,96,0
23,4,"1","49","90",70,1,4,0,5,0,61,0
24,5,"1","49","90",40,1,13,0,27,0,0,0
25,6,"1","49","90",-36,0,NA,NA,NA,NA,NA,0
26,7,"1","49","90",-21,0,NA,NA,NA,NA,NA,0
27,1,"1","49","90",17,1,3,0,0,0,14,0
28,2,"1","49","90",235,1,7,0,0,0,228,0
29,3,"1","49","90",16,1,0,0,10,0,6,0
30,4,"1","49","90",48,1,25,0,11,0,12,0
1,3,"1","53","59",86,1,0,0,0,0,86,0
2,4,"1","53","59",21,1,0,0,4,0,17,0
3,5,"1","53","59",-26,0,NA,NA,NA,NA,NA,0
4,6,"1","53","59",-35,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",192,1,0,0,0,0,192,0
6,1,"1","53","59",-21,0,NA,NA,NA,NA,NA,0
7,2,"1","53","59",38,1,0,0,0,0,38,0
8,3,"1","53","59",61,1,0,0,20,0,41,0
9,4,"1","53","59",58,1,0,0,10,0,48,0
10,5,"1","53","59",131,1,2,0,0,0,129,0
11,6,"1","53","59",-18,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",23,1,0,0,10,0,13,0
13,1,"1","53","59",-25,0,NA,NA,NA,NA,NA,0
14,2,"1","53","59",-33,0,NA,NA,NA,NA,NA,0
15,3,"1","53","59",25,1,0,0,25,0,0,0
16,4,"1","53","59",77,1,0,0,0,0,77,0
17,5,"1","53","59",75,1,0,0,0,0,75,0
18,6,"1","53","59",6,0,NA,NA,NA,NA,NA,0
19,7,"1","53","59",-33,0,NA,NA,NA,NA,NA,0
20,1,"1","53","59",-49,0,NA,NA,NA,NA,NA,0
21,2,"1","53","59",66,1,0,0,5,0,61,0
22,3,"1","53","59",-7,0,NA,NA,NA,NA,NA,0
23,4,"1","53","59",26,1,0,0,0,0,26,0
24,5,"1","53","59",56,1,0,0,56,0,0,0
25,6,"1","53","59",-48,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",-45,0,NA,NA,NA,NA,NA,0
27,1,"1","53","59",-49,0,NA,NA,NA,NA,NA,0
28,2,"1","53","59",27,1,0,0,0,0,27,0
29,3,"1","53","59",43,1,3,0,0,0,40,0
30,4,"1","53","59",-41,0,NA,NA,NA,NA,NA,0
1,3,"1","53","59",-12,0,NA,NA,NA,NA,NA,0
2,4,"1","53","59",-21,0,NA,NA,NA,NA,NA,0
3,5,"1","53","59",-15,0,NA,NA,NA,NA,NA,0
4,6,"1","53","59",-2,0,NA,NA,NA,NA,NA,0
5,7,"1","53","59",-6,0,NA,NA,NA,NA,NA,0
6,1,"1","53","59",-10,0,NA,NA,NA,NA,NA,0
7,2,"1","53","59",0,0,NA,NA,NA,NA,NA,0
8,3,"1","53","59",2,0,NA,NA,NA,NA,NA,0
9,4,"1","53","59",3,0,NA,NA,NA,NA,NA,0
10,5,"1","53","59",-29,0,NA,NA,NA,NA,NA,0
11,6,"1","53","59",-29,0,NA,NA,NA,NA,NA,0
12,7,"1","53","59",-3,0,NA,NA,NA,NA,NA,0
13,1,"1","53","59",-31,0,NA,NA,NA,NA,NA,0
14,2,"1","53","59",-38,0,NA,NA,NA,NA,NA,0
15,3,"1","53","59",-24,0,NA,NA,NA,NA,NA,0
16,4,"1","53","59",166,1,132,0,34,0,0,0
17,5,"1","53","59",-23,0,NA,NA,NA,NA,NA,0
18,6,"1","53","59",-18,0,NA,NA,NA,NA,NA,0
19,7,"1","53","59",-1,0,NA,NA,NA,NA,NA,0
20,1,"1","53","59",-30,0,NA,NA,NA,NA,NA,0
21,2,"1","53","59",-24,0,NA,NA,NA,NA,NA,0
22,3,"1","53","59",47,1,47,0,0,0,0,0
23,4,"1","53","59",-9,0,NA,NA,NA,NA,NA,0
24,5,"1","53","59",-19,0,NA,NA,NA,NA,NA,0
25,6,"1","53","59",-27,0,NA,NA,NA,NA,NA,0
26,7,"1","53","59",-7,0,NA,NA,NA,NA,NA,0
27,1,"1","53","59",-20,0,NA,NA,NA,NA,NA,0
28,2,"1","53","59",-17,0,NA,NA,NA,NA,NA,0
29,3,"1","53","59",-17,0,NA,NA,NA,NA,NA,0
30,4,"1","53","59",-12,0,NA,NA,NA,NA,NA,0
1,3,"1","59","49",-1,0,NA,NA,NA,NA,NA,0
2,4,"1","59","49",-8,0,NA,NA,NA,NA,NA,0
3,5,"1","59","49",93,1,22,0,0,0,71,0
5,7,"1","59","49",33,1,0,0,33,0,0,0
6,1,"1","59","49",-15,0,NA,NA,NA,NA,NA,0
7,2,"1","59","49",-26,0,NA,NA,NA,NA,NA,0
8,3,"1","59","49",-14,0,NA,NA,NA,NA,NA,0
9,4,"1","59","49",-3,0,NA,NA,NA,NA,NA,0
10,5,"1","59","49",70,1,68,0,0,0,2,0
12,7,"1","59","49",-13,0,NA,NA,NA,NA,NA,0
13,1,"1","59","49",-10,0,NA,NA,NA,NA,NA,0
14,2,"1","59","49",-13,0,NA,NA,NA,NA,NA,0
15,3,"1","59","49",-8,0,NA,NA,NA,NA,NA,0
16,4,"1","59","49",28,1,28,0,0,0,0,0
17,5,"1","59","49",34,1,34,0,0,0,0,0
19,7,"1","59","49",118,1,0,0,16,0,102,0
20,1,"1","59","49",-6,0,NA,NA,NA,NA,NA,0
21,2,"1","59","49",34,1,34,0,0,0,0,0
22,3,"1","59","49",19,1,0,0,0,0,19,0
23,4,"1","59","49",13,0,NA,NA,NA,NA,NA,0
24,5,"1","59","49",58,1,9,0,29,0,20,0
26,7,"1","59","49",56,1,11,0,0,0,45,0
27,1,"1","59","49",5,0,NA,NA,NA,NA,NA,0
28,2,"1","59","49",10,0,NA,NA,NA,NA,NA,0
29,3,"1","59","49",10,0,NA,NA,NA,NA,NA,0
30,4,"1","59","49",-3,0,NA,NA,NA,NA,NA,0
5,7,"1","59","49",132,1,0,0,105,0,27,0
19,7,"1","59","49",47,1,0,0,8,0,39,0
26,7,"1","59","49",-9,0,NA,NA,NA,NA,NA,0
1,3,"1","56","49",-7,0,NA,NA,NA,NA,NA,0
2,4,"1","56","49",-11,0,NA,NA,NA,NA,NA,0
3,5,"1","56","49",26,1,7,0,12,0,7,0
4,6,"1","56","49",-15,0,NA,NA,NA,NA,NA,0
5,7,"1","56","49",2,0,NA,NA,NA,NA,NA,0
6,1,"1","56","49",56,1,16,0,11,0,29,0
7,2,"1","56","49",-27,0,NA,NA,NA,NA,NA,0
8,3,"1","56","49",-4,0,NA,NA,NA,NA,NA,0
9,4,"1","56","49",-19,0,NA,NA,NA,NA,NA,0
10,5,"1","56","49",-8,0,NA,NA,NA,NA,NA,0
11,6,"1","56","49",-6,0,NA,NA,NA,NA,NA,0
12,7,"1","56","49",-4,0,NA,NA,NA,NA,NA,0
13,1,"1","56","49",13,0,NA,NA,NA,NA,NA,0
14,2,"1","56","49",-17,0,NA,NA,NA,NA,NA,0
15,3,"1","56","49",-13,0,NA,NA,NA,NA,NA,0
16,4,"1","56","49",88,1,0,0,88,0,0,0
17,5,"1","56","49",-8,0,NA,NA,NA,NA,NA,0
18,6,"1","56","49",-8,0,NA,NA,NA,NA,NA,0
19,7,"1","56","49",-5,0,NA,NA,NA,NA,NA,0
20,1,"1","56","49",14,0,NA,NA,NA,NA,NA,0
21,2,"1","56","49",24,1,0,0,3,0,21,0
22,3,"1","56","49",-4,0,NA,NA,NA,NA,NA,0
23,4,"1","56","49",21,1,0,0,21,0,0,0
24,5,"1","56","49",NA,NA,NA,NA,NA,NA,NA,1
25,6,"1","56","49",-9,0,NA,NA,NA,NA,NA,0
26,7,"1","56","49",22,1,0,0,22,0,0,0
27,1,"1","56","49",-5,0,NA,NA,NA,NA,NA,0
28,2,"1","56","49",38,1,0,0,38,0,0,0
29,3,"1","56","49",-20,0,NA,NA,NA,NA,NA,0
30,4,"1","56","49",-7,0,NA,NA,NA,NA,NA,0
2,4,"1","49","74",201,1,201,0,0,0,0,0
3,5,"1","49","74",-11,0,NA,NA,NA,NA,NA,0
4,6,"1","49","74",-23,0,NA,NA,NA,NA,NA,0
5,7,"1","49","74",-18,0,NA,NA,NA,NA,NA,0
6,1,"1","49","74",9,0,NA,NA,NA,NA,NA,0
7,2,"1","49","74",-5,0,NA,NA,NA,NA,NA,0
8,3,"1","49","74",-16,0,NA,NA,NA,NA,NA,0
9,4,"1","49","74",21,1,0,0,21,0,0,0
10,5,"1","49","74",2,0,NA,NA,NA,NA,NA,0
11,6,"1","49","74",-38,0,NA,NA,NA,NA,NA,0
12,7,"1","49","74",-16,0,NA,NA,NA,NA,NA,0
13,1,"1","49","74",-19,0,NA,NA,NA,NA,NA,0
