"DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","ARR_DEL15"
10,"9E",3304,"ALB","MSP",0
10,"9E",3310,"JFK","MCI",1
11,"9E",3310,"JFK","MCI",0
12,"9E",3310,"JFK","MCI",0
13,"9E",3310,"JFK","MCI",1
14,"9E",3310,"JFK","MCI",1
15,"9E",3310,"JFK","MCI",0
16,"9E",3310,"JFK","MCI",0
17,"9E",3310,"JFK","MCI",1
18,"9E",3310,"JFK","MCI",1
19,"9E",3310,"JFK","MCI",0
20,"9E",3310,"JFK","MCI",0
21,"9E",3310,"JFK","MCI",0
22,"9E",3310,"JFK","MCI",0
23,"9E",3310,"JFK","MCI",1
24,"9E",3310,"JFK","MCI",NA
25,"9E",3310,"JFK","MCI",1
26,"9E",3310,"JFK","MCI",NA
27,"9E",3310,"JFK","MCI",1
28,"9E",3310,"JFK","MCI",NA
29,"9E",3310,"JFK","MCI",1
30,"9E",3310,"JFK","MCI",NA
1,"9E",3311,"RDU","JFK",0
8,"9E",3311,"RDU","JFK",0
15,"9E",3313,"JFK","PIT",1
22,"9E",3313,"JFK","PIT",1
29,"9E",3313,"JFK","PIT",0
1,"9E",3315,"JFK","MSP",0
2,"9E",3315,"JFK","MSP",1
3,"9E",3315,"JFK","MSP",1
4,"9E",3315,"JFK","MSP",1
5,"9E",3315,"JFK","MSP",0
6,"9E",3315,"JFK","MSP",0
7,"9E",3315,"JFK","MSP",1
8,"9E",3315,"JFK","MSP",0
9,"9E",3315,"JFK","MSP",0
10,"9E",3317,"BUF","JFK",1
11,"9E",3317,"BUF","JFK",1
12,"9E",3317,"BUF","JFK",0
13,"9E",3317,"BUF","JFK",1
14,"9E",3317,"BUF","JFK",0
15,"9E",3317,"BUF","JFK",0
16,"9E",3317,"BUF","JFK",0
17,"9E",3317,"BUF","JFK",0
18,"9E",3317,"BUF","JFK",NA
19,"9E",3317,"BUF","JFK",0
20,"9E",3317,"BUF","JFK",0
21,"9E",3317,"BUF","JFK",1
22,"9E",3317,"BUF","JFK",NA
23,"9E",3317,"BUF","JFK",1
24,"9E",3317,"BUF","JFK",NA
