"DAY_OF_MONTH","DAY_OF_WEEK","CARRIER","ORIGIN","DEST","ARR_DELAY","ARR_DEL15","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
28,2,"B6","JFK","SEA",65,1,17,0,48,0,0,0
29,3,"B6","JFK","SEA",64,1,62,0,0,0,2,0
30,4,"B6","JFK","SEA",37,1,4,0,33,0,0,0
4,6,"B6","SEA","JFK",2,0,NA,NA,NA,NA,NA,0
10,5,"B6","SEA","JFK",-10,0,NA,NA,NA,NA,NA,0
11,6,"B6","SEA","JFK",-10,0,NA,NA,NA,NA,NA,0
12,7,"B6","SEA","JFK",-7,0,NA,NA,NA,NA,NA,0
13,1,"B6","SEA","JFK",-5,0,NA,NA,NA,NA,NA,0
14,2,"B6","SEA","JFK",18,1,15,0,0,0,3,0
15,3,"B6","SEA","JFK",1,0,NA,NA,NA,NA,NA,0
16,4,"B6","SEA","JFK",26,1,5,0,5,0,16,0
17,5,"B6","SEA","JFK",-15,0,NA,NA,NA,NA,NA,0
18,6,"B6","SEA","JFK",-4,0,NA,NA,NA,NA,NA,0
19,7,"B6","SEA","JFK",-10,0,NA,NA,NA,NA,NA,0
20,1,"B6","SEA","JFK",-3,0,NA,NA,NA,NA,NA,0
21,2,"B6","SEA","JFK",-37,0,NA,NA,NA,NA,NA,0
22,3,"B6","SEA","JFK",-37,0,NA,NA,NA,NA,NA,0
23,4,"B6","SEA","JFK",47,1,0,0,0,0,47,0
24,5,"B6","SEA","JFK",27,1,0,0,0,0,27,0
25,6,"B6","SEA","JFK",10,0,NA,NA,NA,NA,NA,0
26,7,"B6","SEA","JFK",-12,0,NA,NA,NA,NA,NA,0
27,1,"B6","SEA","JFK",23,1,10,0,13,0,0,0
28,2,"B6","SEA","JFK",-22,0,NA,NA,NA,NA,NA,0
29,3,"B6","SEA","JFK",9,0,NA,NA,NA,NA,NA,0
30,4,"B6","SEA","JFK",30,1,0,0,0,0,30,0
1,3,"B6","LGA","FLL",-25,0,NA,NA,NA,NA,NA,0
2,4,"B6","LGA","FLL",-5,0,NA,NA,NA,NA,NA,0
3,5,"B6","LGA","FLL",1,0,NA,NA,NA,NA,NA,0
4,6,"B6","LGA","FLL",-30,0,NA,NA,NA,NA,NA,0
5,7,"B6","LGA","FLL",NA,NA,NA,NA,NA,NA,NA,0
6,1,"B6","LGA","FLL",-22,0,NA,NA,NA,NA,NA,0
7,2,"B6","LGA","FLL",-7,0,NA,NA,NA,NA,NA,0
8,3,"B6","LGA","FLL",3,0,NA,NA,NA,NA,NA,0
9,4,"B6","LGA","FLL",-5,0,NA,NA,NA,NA,NA,0
10,5,"B6","LGA","FLL",3,0,NA,NA,NA,NA,NA,0
11,6,"B6","LGA","FLL",-17,0,NA,NA,NA,NA,NA,0
12,7,"B6","LGA","FLL",-39,0,NA,NA,NA,NA,NA,0
13,1,"B6","LGA","FLL",-27,0,NA,NA,NA,NA,NA,0
14,2,"B6","LGA","FLL",-17,0,NA,NA,NA,NA,NA,0
15,3,"B6","LGA","FLL",-12,0,NA,NA,NA,NA,NA,0
16,4,"B6","LGA","FLL",100,1,6,0,77,0,17,0
17,5,"B6","LGA","FLL",28,1,11,0,17,0,0,0
18,6,"B6","LGA","FLL",-15,0,NA,NA,NA,NA,NA,0
19,7,"B6","LGA","FLL",24,1,7,0,0,0,17,0
20,1,"B6","LGA","FLL",-31,0,NA,NA,NA,NA,NA,0
21,2,"B6","LGA","FLL",-15,0,NA,NA,NA,NA,NA,0
22,3,"B6","LGA","FLL",-15,0,NA,NA,NA,NA,NA,0
23,4,"B6","LGA","FLL",67,1,2,0,36,0,29,0
24,5,"B6","LGA","FLL",32,1,2,0,30,0,0,0
25,6,"B6","LGA","FLL",-2,0,NA,NA,NA,NA,NA,0
26,7,"B6","LGA","FLL",-16,0,NA,NA,NA,NA,NA,0
27,1,"B6","LGA","FLL",-18,0,NA,NA,NA,NA,NA,0
28,2,"B6","LGA","FLL",-32,0,NA,NA,NA,NA,NA,0
29,3,"B6","LGA","FLL",-5,0,NA,NA,NA,NA,NA,0
30,4,"B6","LGA","FLL",-20,0,NA,NA,NA,NA,NA,0
1,3,"B6","FLL","LGA",-26,0,NA,NA,NA,NA,NA,0
2,4,"B6","FLL","LGA",0,0,NA,NA,NA,NA,NA,0
3,5,"B6","FLL","LGA",-11,0,NA,NA,NA,NA,NA,0
4,6,"B6","FLL","LGA",-20,0,NA,NA,NA,NA,NA,0
5,7,"B6","FLL","LGA",-32,0,NA,NA,NA,NA,NA,0
6,1,"B6","FLL","LGA",-14,0,NA,NA,NA,NA,NA,0
7,2,"B6","FLL","LGA",-32,0,NA,NA,NA,NA,NA,0
8,3,"B6","FLL","LGA",-38,0,NA,NA,NA,NA,NA,0
9,4,"B6","FLL","LGA",-20,0,NA,NA,NA,NA,NA,0
10,5,"B6","FLL","LGA",-17,0,NA,NA,NA,NA,NA,0
11,6,"B6","FLL","LGA",-4,0,NA,NA,NA,NA,NA,0
12,7,"B6","FLL","LGA",-11,0,NA,NA,NA,NA,NA,0
13,1,"B6","FLL","LGA",-6,0,NA,NA,NA,NA,NA,0
14,2,"B6","FLL","LGA",-22,0,NA,NA,NA,NA,NA,0
15,3,"B6","FLL","LGA",-6,0,NA,NA,NA,NA,NA,0
16,4,"B6","FLL","LGA",40,1,0,0,40,0,0,0
17,5,"B6","FLL","LGA",15,1,0,0,15,0,0,0
18,6,"B6","FLL","LGA",1,0,NA,NA,NA,NA,NA,0
19,7,"B6","FLL","LGA",13,0,NA,NA,NA,NA,NA,0
20,1,"B6","FLL","LGA",13,0,NA,NA,NA,NA,NA,0
21,2,"B6","FLL","LGA",-9,0,NA,NA,NA,NA,NA,0
22,3,"B6","FLL","LGA",-1,0,NA,NA,NA,NA,NA,0
23,4,"B6","FLL","LGA",17,1,0,0,17,0,0,0
24,5,"B6","FLL","LGA",-2,0,NA,NA,NA,NA,NA,0
25,6,"B6","FLL","LGA",-4,0,NA,NA,NA,NA,NA,0
26,7,"B6","FLL","LGA",15,1,0,0,15,0,0,0
27,1,"B6","FLL","LGA",-1,0,NA,NA,NA,NA,NA,0
28,2,"B6","FLL","LGA",-13,0,NA,NA,NA,NA,NA,0
29,3,"B6","FLL","LGA",17,1,0,0,17,0,0,0
30,4,"B6","FLL","LGA",0,0,NA,NA,NA,NA,NA,0
1,3,"B6","HOU","JFK",2,0,NA,NA,NA,NA,NA,0
2,4,"B6","HOU","JFK",49,1,5,0,12,0,32,0
3,5,"B6","HOU","JFK",136,1,5,0,17,0,114,0
4,6,"B6","HOU","JFK",25,1,13,0,0,0,12,0
5,7,"B6","HOU","JFK",70,1,33,0,37,0,0,0
6,1,"B6","HOU","JFK",16,1,4,0,0,0,12,0
7,2,"B6","HOU","JFK",-13,0,NA,NA,NA,NA,NA,0
8,3,"B6","HOU","JFK",39,1,0,0,39,0,0,0
9,4,"B6","HOU","JFK",-29,0,NA,NA,NA,NA,NA,0
10,5,"B6","HOU","JFK",-19,0,NA,NA,NA,NA,NA,0
11,6,"B6","HOU","JFK",64,1,0,64,0,0,0,0
12,7,"B6","HOU","JFK",-8,0,NA,NA,NA,NA,NA,0
13,1,"B6","HOU","JFK",-14,0,NA,NA,NA,NA,NA,0
14,2,"B6","HOU","JFK",-9,0,NA,NA,NA,NA,NA,0
15,3,"B6","HOU","JFK",136,1,0,0,0,136,0,0
16,4,"B6","HOU","JFK",32,1,0,0,32,0,0,0
17,5,"B6","HOU","JFK",-2,0,NA,NA,NA,NA,NA,0
18,6,"B6","HOU","JFK",-1,0,NA,NA,NA,NA,NA,0
19,7,"B6","HOU","JFK",24,1,15,0,7,0,2,0
20,1,"B6","HOU","JFK",NA,NA,NA,NA,NA,NA,NA,0
21,2,"B6","HOU","JFK",75,1,11,0,21,0,43,0
22,3,"B6","HOU","JFK",-7,0,NA,NA,NA,NA,NA,0
23,4,"B6","HOU","JFK",57,1,0,0,45,0,12,0
24,5,"B6","HOU","JFK",183,1,8,0,0,0,175,0
25,6,"B6","HOU","JFK",0,0,NA,NA,NA,NA,NA,0
26,7,"B6","HOU","JFK",-9,0,NA,NA,NA,NA,NA,0
27,1,"B6","HOU","JFK",58,1,13,0,2,0,43,0
28,2,"B6","HOU","JFK",81,1,0,0,81,0,0,0
29,3,"B6","HOU","JFK",27,1,4,0,0,0,23,0
30,4,"B6","HOU","JFK",-28,0,NA,NA,NA,NA,NA,0
1,3,"B6","JFK","MCO",10,0,NA,NA,NA,NA,NA,0
2,4,"B6","JFK","MCO",-29,0,NA,NA,NA,NA,NA,0
3,5,"B6","JFK","MCO",-4,0,NA,NA,NA,NA,NA,0
4,6,"B6","JFK","MCO",-23,0,NA,NA,NA,NA,NA,0
5,7,"B6","JFK","MCO",NA,NA,NA,NA,NA,NA,NA,0
6,1,"B6","JFK","MCO",79,1,15,0,27,0,37,0
7,2,"B6","JFK","MCO",-14,0,NA,NA,NA,NA,NA,0
8,3,"B6","JFK","MCO",2,0,NA,NA,NA,NA,NA,0
9,4,"B6","JFK","MCO",-17,0,NA,NA,NA,NA,NA,0
10,5,"B6","JFK","MCO",0,0,NA,NA,NA,NA,NA,0
11,6,"B6","JFK","MCO",-17,0,NA,NA,NA,NA,NA,0
12,7,"B6","JFK","MCO",-11,0,NA,NA,NA,NA,NA,0
13,1,"B6","JFK","MCO",-11,0,NA,NA,NA,NA,NA,0
14,2,"B6","JFK","MCO",-15,0,NA,NA,NA,NA,NA,0
15,3,"B6","JFK","MCO",4,0,NA,NA,NA,NA,NA,0
16,4,"B6","JFK","MCO",146,1,16,0,0,0,130,0
17,5,"B6","JFK","MCO",138,1,16,0,4,0,118,0
18,6,"B6","JFK","MCO",-9,0,NA,NA,NA,NA,NA,0
19,7,"B6","JFK","MCO",109,1,19,0,0,0,90,0
20,1,"B6","JFK","MCO",-10,0,NA,NA,NA,NA,NA,0
21,2,"B6","JFK","MCO",93,1,72,0,13,0,8,0
22,3,"B6","JFK","MCO",10,0,NA,NA,NA,NA,NA,0
23,4,"B6","JFK","MCO",61,1,5,0,22,0,34,0
24,5,"B6","JFK","MCO",119,1,18,0,29,0,72,0
25,6,"B6","JFK","MCO",-3,0,NA,NA,NA,NA,NA,0
26,7,"B6","JFK","MCO",74,1,30,0,0,0,44,0
27,1,"B6","JFK","MCO",-12,0,NA,NA,NA,NA,NA,0
28,2,"B6","JFK","MCO",104,1,43,0,35,0,26,0
29,3,"B6","JFK","MCO",65,1,6,0,0,0,59,0
30,4,"B6","JFK","MCO",30,1,6,0,12,0,12,0
1,3,"B6","MCO","JFK",21,1,12,0,0,0,9,0
4,6,"B6","MCO","JFK",26,1,26,0,0,0,0,0
7,2,"B6","MCO","JFK",-9,0,NA,NA,NA,NA,NA,0
8,3,"B6","MCO","JFK",NA,NA,NA,NA,NA,NA,NA,0
9,4,"B6","MCO","JFK",-12,0,NA,NA,NA,NA,NA,0
10,5,"B6","MCO","JFK",-7,0,NA,NA,NA,NA,NA,0
11,6,"B6","MCO","JFK",16,1,0,0,16,0,0,0
12,7,"B6","MCO","JFK",27,1,27,0,0,0,0,0
13,1,"B6","MCO","JFK",-16,0,NA,NA,NA,NA,NA,0
14,2,"B6","MCO","JFK",6,0,NA,NA,NA,NA,NA,0
15,3,"B6","MCO","JFK",-22,0,NA,NA,NA,NA,NA,0
16,4,"B6","MCO","JFK",63,1,0,0,3,0,60,0
17,5,"B6","MCO","JFK",30,1,8,0,0,0,22,0
18,6,"B6","MCO","JFK",108,1,0,0,35,0,73,0
19,7,"B6","MCO","JFK",3,0,NA,NA,NA,NA,NA,0
20,1,"B6","MCO","JFK",128,1,4,0,1,0,123,0
21,2,"B6","MCO","JFK",119,1,9,0,0,0,110,0
22,3,"B6","MCO","JFK",-3,0,NA,NA,NA,NA,NA,0
23,4,"B6","MCO","JFK",123,1,1,0,17,0,105,0
24,5,"B6","MCO","JFK",155,1,2,0,0,0,153,0
25,6,"B6","MCO","JFK",36,1,0,0,13,0,23,0
26,7,"B6","MCO","JFK",3,0,NA,NA,NA,NA,NA,0
27,1,"B6","MCO","JFK",6,0,NA,NA,NA,NA,NA,0
28,2,"B6","MCO","JFK",279,1,0,9,12,0,258,0
29,3,"B6","MCO","JFK",11,0,NA,NA,NA,NA,NA,0
30,4,"B6","MCO","JFK",3,0,NA,NA,NA,NA,NA,0
1,3,"B6","ROC","JFK",-23,0,NA,NA,NA,NA,NA,0
2,4,"B6","ROC","JFK",-8,0,NA,NA,NA,NA,NA,0
3,5,"B6","ROC","JFK",-16,0,NA,NA,NA,NA,NA,0
4,6,"B6","ROC","JFK",-16,0,NA,NA,NA,NA,NA,0
5,7,"B6","ROC","JFK",-15,0,NA,NA,NA,NA,NA,0
6,1,"B6","ROC","JFK",19,1,6,0,0,0,13,0
7,2,"B6","ROC","JFK",-8,0,NA,NA,NA,NA,NA,0
8,3,"B6","ROC","JFK",-7,0,NA,NA,NA,NA,NA,0
9,4,"B6","ROC","JFK",-25,0,NA,NA,NA,NA,NA,0
10,5,"B6","ROC","JFK",-12,0,NA,NA,NA,NA,NA,0
11,6,"B6","ROC","JFK",-18,0,NA,NA,NA,NA,NA,0
12,7,"B6","ROC","JFK",-20,0,NA,NA,NA,NA,NA,0
13,1,"B6","ROC","JFK",-16,0,NA,NA,NA,NA,NA,0
14,2,"B6","ROC","JFK",-24,0,NA,NA,NA,NA,NA,0
15,3,"B6","ROC","JFK",NA,NA,NA,NA,NA,NA,NA,0
1,3,"B6","JFK","ROC",-25,0,NA,NA,NA,NA,NA,0
2,4,"B6","JFK","ROC",-25,0,NA,NA,NA,NA,NA,0
3,5,"B6","JFK","ROC",-30,0,NA,NA,NA,NA,NA,0
5,7,"B6","JFK","ROC",-29,0,NA,NA,NA,NA,NA,0
6,1,"B6","JFK","ROC",-26,0,NA,NA,NA,NA,NA,0
7,2,"B6","JFK","ROC",-26,0,NA,NA,NA,NA,NA,0
8,3,"B6","JFK","ROC",-25,0,NA,NA,NA,NA,NA,0
9,4,"B6","JFK","ROC",23,1,0,0,23,0,0,0
10,5,"B6","JFK","ROC",21,1,8,0,13,0,0,0
12,7,"B6","JFK","ROC",28,1,24,0,4,0,0,0
13,1,"B6","JFK","ROC",-5,0,NA,NA,NA,NA,NA,0
14,2,"B6","JFK","ROC",-22,0,NA,NA,NA,NA,NA,0
15,3,"B6","JFK","ROC",13,0,NA,NA,NA,NA,NA,0
16,4,"B6","JFK","ROC",51,1,1,0,50,0,0,0
17,5,"B6","JFK","ROC",6,0,NA,NA,NA,NA,NA,0
18,6,"B6","JFK","ROC",12,0,NA,NA,NA,NA,NA,0
19,7,"B6","JFK","ROC",0,0,NA,NA,NA,NA,NA,0
20,1,"B6","JFK","ROC",-25,0,NA,NA,NA,NA,NA,0
21,2,"B6","JFK","ROC",18,1,0,0,18,0,0,0
22,3,"B6","JFK","ROC",-12,0,NA,NA,NA,NA,NA,0
23,4,"B6","JFK","ROC",47,1,7,0,40,0,0,0
24,5,"B6","JFK","ROC",-13,0,NA,NA,NA,NA,NA,0
25,6,"B6","JFK","ROC",-22,0,NA,NA,NA,NA,NA,0
26,7,"B6","JFK","ROC",-7,0,NA,NA,NA,NA,NA,0
27,1,"B6","JFK","ROC",-18,0,NA,NA,NA,NA,NA,0
28,2,"B6","JFK","ROC",-15,0,NA,NA,NA,NA,NA,0
29,3,"B6","JFK","ROC",15,1,0,0,0,13,2,0
30,4,"B6","JFK","ROC",-2,0,NA,NA,NA,NA,NA,0
1,3,"B6","JFK","MCO",-14,0,NA,NA,NA,NA,NA,0
2,4,"B6","JFK","MCO",-8,0,NA,NA,NA,NA,NA,0
3,5,"B6","JFK","MCO",-13,0,NA,NA,NA,NA,NA,0
4,6,"B6","JFK","MCO",10,0,NA,NA,NA,NA,NA,0
5,7,"B6","JFK","MCO",-6,0,NA,NA,NA,NA,NA,0
6,1,"B6","JFK","MCO",1,0,NA,NA,NA,NA,NA,0
7,2,"B6","JFK","MCO",6,0,NA,NA,NA,NA,NA,0
8,3,"B6","JFK","MCO",2,0,NA,NA,NA,NA,NA,0
9,4,"B6","JFK","MCO",-13,0,NA,NA,NA,NA,NA,0
10,5,"B6","JFK","MCO",-13,0,NA,NA,NA,NA,NA,0
11,6,"B6","JFK","MCO",-12,0,NA,NA,NA,NA,NA,0
12,7,"B6","JFK","MCO",-10,0,NA,NA,NA,NA,NA,0
13,1,"B6","JFK","MCO",-9,0,NA,NA,NA,NA,NA,0
14,2,"B6","JFK","MCO",24,1,2,0,0,0,22,0
15,3,"B6","JFK","MCO",-6,0,NA,NA,NA,NA,NA,0
16,4,"B6","JFK","MCO",4,0,NA,NA,NA,NA,NA,0
17,5,"B6","JFK","MCO",7,0,NA,NA,NA,NA,NA,0
18,6,"B6","JFK","MCO",-13,0,NA,NA,NA,NA,NA,0
19,7,"B6","JFK","MCO",-13,0,NA,NA,NA,NA,NA,0
20,1,"B6","JFK","MCO",-8,0,NA,NA,NA,NA,NA,0
21,2,"B6","JFK","MCO",12,0,NA,NA,NA,NA,NA,0
22,3,"B6","JFK","MCO",8,0,NA,NA,NA,NA,NA,0
23,4,"B6","JFK","MCO",85,1,0,0,85,0,0,0
24,5,"B6","JFK","MCO",-2,0,NA,NA,NA,NA,NA,0
25,6,"B6","JFK","MCO",-16,0,NA,NA,NA,NA,NA,0
26,7,"B6","JFK","MCO",-21,0,NA,NA,NA,NA,NA,0
27,1,"B6","JFK","MCO",-10,0,NA,NA,NA,NA,NA,0
28,2,"B6","JFK","MCO",-4,0,NA,NA,NA,NA,NA,0
29,3,"B6","JFK","MCO",0,0,NA,NA,NA,NA,NA,0
30,4,"B6","JFK","MCO",4,0,NA,NA,NA,NA,NA,0
1,3,"B6","MCO","LGA",-6,0,NA,NA,NA,NA,NA,0
2,4,"B6","MCO","LGA",-20,0,NA,NA,NA,NA,NA,0
3,5,"B6","MCO","LGA",19,1,13,0,0,0,6,0
4,6,"B6","MCO","LGA",-11,0,NA,NA,NA,NA,NA,0
5,7,"B6","MCO","LGA",9,0,NA,NA,NA,NA,NA,0
6,1,"B6","MCO","LGA",-2,0,NA,NA,NA,NA,NA,0
7,2,"B6","MCO","LGA",11,0,NA,NA,NA,NA,NA,0
8,3,"B6","MCO","LGA",28,1,5,0,23,0,0,0
9,4,"B6","MCO","LGA",6,0,NA,NA,NA,NA,NA,0
10,5,"B6","MCO","LGA",-8,0,NA,NA,NA,NA,NA,0
11,6,"B6","MCO","LGA",-23,0,NA,NA,NA,NA,NA,0
12,7,"B6","MCO","LGA",173,1,0,0,11,0,162,0
13,1,"B6","MCO","LGA",-15,0,NA,NA,NA,NA,NA,0
14,2,"B6","MCO","LGA",10,0,NA,NA,NA,NA,NA,0
15,3,"B6","MCO","LGA",-19,0,NA,NA,NA,NA,NA,0
16,4,"B6","MCO","LGA",-16,0,NA,NA,NA,NA,NA,0
17,5,"B6","MCO","LGA",-8,0,NA,NA,NA,NA,NA,0
18,6,"B6","MCO","LGA",11,0,NA,NA,NA,NA,NA,0
19,7,"B6","MCO","LGA",116,1,100,0,16,0,0,0
20,1,"B6","MCO","LGA",10,0,NA,NA,NA,NA,NA,0
21,2,"B6","MCO","LGA",-5,0,NA,NA,NA,NA,NA,0
22,3,"B6","MCO","LGA",-9,0,NA,NA,NA,NA,NA,0
23,4,"B6","MCO","LGA",136,1,0,0,125,0,11,0
24,5,"B6","MCO","LGA",25,1,22,0,3,0,0,0
25,6,"B6","MCO","LGA",-8,0,NA,NA,NA,NA,NA,0
26,7,"B6","MCO","LGA",13,0,NA,NA,NA,NA,NA,0
27,1,"B6","MCO","LGA",-8,0,NA,NA,NA,NA,NA,0
28,2,"B6","MCO","LGA",-1,0,NA,NA,NA,NA,NA,0
29,3,"B6","MCO","LGA",-19,0,NA,NA,NA,NA,NA,0
30,4,"B6","MCO","LGA",70,1,29,0,0,0,41,0
1,3,"B6","LGA","MCO",1,0,NA,NA,NA,NA,NA,0
2,4,"B6","LGA","MCO",12,0,NA,NA,NA,NA,NA,0
3,5,"B6","LGA","MCO",-9,0,NA,NA,NA,NA,NA,0
4,6,"B6","LGA","MCO",58,1,0,0,58,0,0,0
5,7,"B6","LGA","MCO",118,1,60,0,58,0,0,0
6,1,"B6","LGA","MCO",85,1,19,0,0,0,66,0
7,2,"B6","LGA","MCO",237,1,67,0,1,0,169,0
8,3,"B6","LGA","MCO",22,1,5,0,0,0,17,0
9,4,"B6","LGA","MCO",67,1,15,0,30,0,22,0
10,5,"B6","LGA","MCO",114,1,9,0,9,0,96,0
11,6,"B6","LGA","MCO",9,0,NA,NA,NA,NA,NA,0
12,7,"B6","LGA","MCO",6,0,NA,NA,NA,NA,NA,0
13,1,"B6","LGA","MCO",5,0,NA,NA,NA,NA,NA,0
14,2,"B6","LGA","MCO",21,1,0,0,21,0,0,0
15,3,"B6","LGA","MCO",-17,0,NA,NA,NA,NA,NA,0
16,4,"B6","LGA","MCO",154,1,23,0,0,0,131,0
17,5,"B6","LGA","MCO",58,1,14,0,24,0,20,0
18,6,"B6","LGA","MCO",43,1,21,0,0,0,22,0
19,7,"B6","LGA","MCO",-5,0,NA,NA,NA,NA,NA,0
20,1,"B6","LGA","MCO",-8,0,NA,NA,NA,NA,NA,0
21,2,"B6","LGA","MCO",107,1,19,0,32,0,56,0
22,3,"B6","LGA","MCO",9,0,NA,NA,NA,NA,NA,0
23,4,"B6","LGA","MCO",135,1,19,0,6,0,110,0
24,5,"B6","LGA","MCO",193,1,31,0,11,0,151,0
25,6,"B6","LGA","MCO",-21,0,NA,NA,NA,NA,NA,0
26,7,"B6","LGA","MCO",25,1,11,0,0,0,14,0
27,1,"B6","LGA","MCO",36,1,2,0,0,0,34,0
28,2,"B6","LGA","MCO",53,1,0,0,53,0,0,0
29,3,"B6","LGA","MCO",6,0,NA,NA,NA,NA,NA,0
30,4,"B6","LGA","MCO",15,1,7,0,8,0,0,0
1,3,"B6","FLL","JFK",-32,0,NA,NA,NA,NA,NA,0
27,1,"B6","SWF","MCO",-17,0,NA,NA,NA,NA,NA,0
28,2,"B6","SWF","MCO",179,1,17,0,14,0,148,0
29,3,"B6","SWF","MCO",5,0,NA,NA,NA,NA,NA,0
30,4,"B6","SWF","MCO",34,1,11,0,0,0,23,0
1,3,"B6","JFK","PBI",-22,0,NA,NA,NA,NA,NA,0
2,4,"B6","JFK","PBI",-20,0,NA,NA,NA,NA,NA,0
3,5,"B6","JFK","PBI",-21,0,NA,NA,NA,NA,NA,0
4,6,"B6","JFK","PBI",-21,0,NA,NA,NA,NA,NA,0
5,7,"B6","JFK","PBI",-6,0,NA,NA,NA,NA,NA,0
6,1,"B6","JFK","PBI",-12,0,NA,NA,NA,NA,NA,0
7,2,"B6","JFK","PBI",2,0,NA,NA,NA,NA,NA,0
8,3,"B6","JFK","PBI",9,0,NA,NA,NA,NA,NA,0
9,4,"B6","JFK","PBI",-20,0,NA,NA,NA,NA,NA,0
10,5,"B6","JFK","PBI",-12,0,NA,NA,NA,NA,NA,0
11,6,"B6","JFK","PBI",-13,0,NA,NA,NA,NA,NA,0
12,7,"B6","JFK","PBI",-21,0,NA,NA,NA,NA,NA,0
13,1,"B6","JFK","PBI",-20,0,NA,NA,NA,NA,NA,0
14,2,"B6","JFK","PBI",-36,0,NA,NA,NA,NA,NA,0
15,3,"B6","JFK","PBI",-25,0,NA,NA,NA,NA,NA,0
1,3,"B6","PBI","JFK",119,1,119,0,0,0,0,0
2,4,"B6","PBI","JFK",53,1,0,0,53,0,0,0
3,5,"B6","PBI","JFK",33,1,11,0,0,0,22,0
4,6,"B6","PBI","JFK",-1,0,NA,NA,NA,NA,NA,0
5,7,"B6","PBI","JFK",104,1,0,0,104,0,0,0
6,1,"B6","PBI","JFK",47,1,6,0,0,0,41,0
7,2,"B6","PBI","JFK",5,0,NA,NA,NA,NA,NA,0
8,3,"B6","PBI","JFK",67,1,0,0,35,0,32,0
9,4,"B6","PBI","JFK",55,1,0,0,15,0,40,0
10,5,"B6","PBI","JFK",44,1,9,0,0,0,35,0
11,6,"B6","PBI","JFK",9,0,NA,NA,NA,NA,NA,0
12,7,"B6","PBI","JFK",28,1,20,0,8,0,0,0
13,1,"B6","PBI","JFK",19,1,7,0,0,0,12,0
14,2,"B6","PBI","JFK",-15,0,NA,NA,NA,NA,NA,0
15,3,"B6","PBI","JFK",-17,0,NA,NA,NA,NA,NA,0
16,4,"B6","PBI","JFK",27,1,0,0,27,0,0,0
17,5,"B6","PBI","JFK",23,1,2,0,21,0,0,0
18,6,"B6","PBI","JFK",61,1,0,52,0,0,9,0
19,7,"B6","PBI","JFK",10,0,NA,NA,NA,NA,NA,0
20,1,"B6","PBI","JFK",-7,0,NA,NA,NA,NA,NA,0
21,2,"B6","PBI","JFK",50,1,34,0,3,0,13,0
22,3,"B6","PBI","JFK",-12,0,NA,NA,NA,NA,NA,0
23,4,"B6","PBI","JFK",44,1,44,0,0,0,0,0
24,5,"B6","PBI","JFK",5,0,NA,NA,NA,NA,NA,0
25,6,"B6","PBI","JFK",13,0,NA,NA,NA,NA,NA,0
26,7,"B6","PBI","JFK",22,1,9,0,0,0,13,0
27,1,"B6","PBI","JFK",7,0,NA,NA,NA,NA,NA,0
28,2,"B6","PBI","JFK",81,1,0,0,81,0,0,0
29,3,"B6","PBI","JFK",-4,0,NA,NA,NA,NA,NA,0
30,4,"B6","PBI","JFK",42,1,11,0,0,0,31,0
1,3,"B6","LGA","PBI",-14,0,NA,NA,NA,NA,NA,0
2,4,"B6","LGA","PBI",-7,0,NA,NA,NA,NA,NA,0
3,5,"B6","LGA","PBI",-18,0,NA,NA,NA,NA,NA,0
4,6,"B6","LGA","PBI",-7,0,NA,NA,NA,NA,NA,0
5,7,"B6","LGA","PBI",-13,0,NA,NA,NA,NA,NA,0
6,1,"B6","LGA","PBI",8,0,NA,NA,NA,NA,NA,0
7,2,"B6","LGA","PBI",3,0,NA,NA,NA,NA,NA,0
8,3,"B6","LGA","PBI",5,0,NA,NA,NA,NA,NA,0
9,4,"B6","LGA","PBI",-15,0,NA,NA,NA,NA,NA,0
10,5,"B6","LGA","PBI",-12,0,NA,NA,NA,NA,NA,0
11,6,"B6","LGA","PBI",-26,0,NA,NA,NA,NA,NA,0
12,7,"B6","LGA","PBI",-13,0,NA,NA,NA,NA,NA,0
13,1,"B6","LGA","PBI",-28,0,NA,NA,NA,NA,NA,0
14,2,"B6","LGA","PBI",-27,0,NA,NA,NA,NA,NA,0
15,3,"B6","LGA","PBI",10,0,NA,NA,NA,NA,NA,0
16,4,"B6","LGA","PBI",-1,0,NA,NA,NA,NA,NA,0
17,5,"B6","LGA","PBI",-14,0,NA,NA,NA,NA,NA,0
18,6,"B6","LGA","PBI",-6,0,NA,NA,NA,NA,NA,0
19,7,"B6","LGA","PBI",-29,0,NA,NA,NA,NA,NA,0
20,1,"B6","LGA","PBI",-18,0,NA,NA,NA,NA,NA,0
21,2,"B6","LGA","PBI",-9,0,NA,NA,NA,NA,NA,0
22,3,"B6","LGA","PBI",-30,0,NA,NA,NA,NA,NA,0
23,4,"B6","LGA","PBI",33,1,0,0,33,0,0,0
24,5,"B6","LGA","PBI",2,0,NA,NA,NA,NA,NA,0
25,6,"B6","LGA","PBI",-15,0,NA,NA,NA,NA,NA,0
26,7,"B6","LGA","PBI",-26,0,NA,NA,NA,NA,NA,0
27,1,"B6","LGA","PBI",-28,0,NA,NA,NA,NA,NA,0
28,2,"B6","LGA","PBI",NA,NA,NA,NA,NA,NA,NA,0
29,3,"B6","LGA","PBI",-3,0,NA,NA,NA,NA,NA,0
30,4,"B6","LGA","PBI",1,0,NA,NA,NA,NA,NA,0
