"DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","ARR_DEL15"
16,"1",95,"49","83",1
17,"1",95,"49","83",0
18,"1",95,"49","83",0
19,"1",95,"49","83",0
20,"1",95,"49","83",0
21,"1",95,"49","83",1
22,"1",95,"49","83",0
23,"1",95,"49","83",1
24,"1",95,"49","83",1
25,"1",95,"49","83",0
26,"1",95,"49","83",0
27,"1",95,"49","83",0
28,"1",95,"49","83",1
29,"1",95,"49","83",0
30,"1",95,"49","83",0
2,"1",97,"49","11",0
3,"1",97,"49","11",0
4,"1",97,"49","11",0
5,"1",97,"49","11",0
6,"1",97,"49","11",0
7,"1",97,"49","11",0
8,"1",97,"49","11",0
9,"1",97,"49","11",0
10,"1",97,"49","11",0
11,"1",97,"49","11",1
12,"1",97,"49","11",0
13,"1",97,"49","11",0
14,"1",97,"49","11",0
15,"1",97,"49","11",0
16,"1",97,"49","11",0
17,"1",97,"49","11",0
18,"1",97,"49","11",0
19,"1",97,"49","11",1
20,"1",97,"49","11",0
21,"1",97,"49","11",0
22,"1",97,"49","11",0
23,"1",97,"49","11",0
24,"1",97,"49","11",0
25,"1",97,"49","11",0
26,"1",97,"49","11",0
27,"1",97,"49","11",0
28,"1",97,"49","11",0
29,"1",97,"49","11",0
30,"1",97,"49","11",0
1,"1",100,"22","49",0
2,"1",100,"22","49",1
3,"1",100,"22","49",1
4,"1",100,"22","49",1
5,"1",100,"22","49",1
6,"1",100,"22","49",0
7,"1",100,"22","49",0
8,"1",100,"22","49",1
9,"1",100,"22","49",1
10,"1",100,"22","49",0
11,"1",100,"22","49",0
12,"1",100,"22","49",1
13,"1",100,"22","49",1
14,"1",100,"22","49",0
15,"1",100,"22","49",1
16,"1",100,"22","49",1
17,"1",100,"22","49",1
18,"1",100,"22","49",1
19,"1",100,"22","49",1
20,"1",100,"22","49",1
21,"1",100,"22","49",0
22,"1",100,"22","49",0
23,"1",100,"22","49",1
24,"1",100,"22","49",1
25,"1",100,"22","49",0
26,"1",100,"22","49",0
27,"1",100,"22","49",0
28,"1",100,"22","49",1
29,"1",100,"22","49",1
30,"1",100,"22","49",1
1,"1",101,"49","22",1
2,"1",101,"49","22",1
3,"1",101,"49","22",0
4,"1",101,"49","22",0
5,"1",101,"49","22",1
6,"1",101,"49","22",1
7,"1",101,"49","22",0
8,"1",101,"49","22",1
9,"1",101,"49","22",0
10,"1",101,"49","22",0
11,"1",101,"49","22",1
12,"1",101,"49","22",0
13,"1",101,"49","22",0
14,"1",101,"49","22",0
15,"1",101,"49","22",1
16,"1",101,"49","22",0
17,"1",101,"49","22",0
18,"1",101,"49","22",0
19,"1",101,"49","22",0
20,"1",101,"49","22",0
21,"1",101,"49","22",1
22,"1",101,"49","22",0
23,"1",101,"49","22",1
24,"1",101,"49","22",0
25,"1",101,"49","22",0
26,"1",101,"49","22",0
27,"1",101,"49","22",NA
28,"1",101,"49","22",1
29,"1",101,"49","22",1
30,"1",101,"49","22",1
1,"1",104,"27","49",0
2,"1",104,"27","49",1
3,"1",104,"27","49",0
4,"1",104,"27","49",1
5,"1",104,"27","49",1
6,"1",104,"27","49",0
7,"1",104,"27","49",1
8,"1",104,"27","49",1
9,"1",104,"27","49",1
10,"1",104,"27","49",1
11,"1",104,"27","49",0
12,"1",104,"27","49",0
13,"1",104,"27","49",1
14,"1",104,"27","49",0
15,"1",104,"27","49",0
16,"1",104,"27","49",1
17,"1",104,"27","49",0
18,"1",104,"27","49",0
19,"1",104,"27","49",1
20,"1",104,"27","49",0
21,"1",104,"27","49",1
22,"1",104,"27","49",1
23,"1",104,"27","49",1
24,"1",104,"27","49",0
25,"1",104,"27","49",0
26,"1",104,"27","49",0
27,"1",104,"27","49",1
28,"1",104,"27","49",1
29,"1",104,"27","49",0
30,"1",104,"27","49",0
1,"1",106,"73","49",0
